stim_name,lyrics,vadersenti_score,X,emotion,participant_ID,onset_time,stim_ID,vocal,onset_seconds,liking,familiarity,older_younger,age,sex,self_other,happy_sad,MCI,Multiple.Voices.,stim_order
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-030,positive,LJAC,241,12,Y,114.475,3,4,older,68,Female,other,NA,,NA,5
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-023,positive,LOLE,61,12,Y,28.975,4,4,older,73,Female,other,NA,Y,NA,2
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-048,positive,LWIE,1021,12,Y,484.975,3,1,younger,18,Female,other,NA,,NA,18
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-065,positive,MBIC,241,12,Y,114.475,4,4,younger,18,Female,other,NA,,NA,5
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-012,positive,MBLO,241,12,Y,114.475,4,4,older,66,Male,other,NA,,NA,5
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-060,positive,MCHI,1141,12,Y,541.975,2,1,younger,18,Female,other,NA,,NA,20
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-074,positive,MCHO,421,12,Y,199.975,4,4,younger,19,Male,other,NA,,NA,8
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-073,positive,NLEN,481,12,Y,228.475,4,4,older,79,Female,other,NA,Y,NA,9
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-070,positive,OEGB,1,12,Y,0.475,4,4,younger,18,Female,other,NA,,NA,1
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-069,positive,OKHE,601,12,Y,285.475,2,2,younger,23,Male,other,NA,,NA,11
Complexion,Even if massa listenin' cover your ears he 'bout to mention Complexion two-step Complexion don't mean a thing it's a Zulu love Ooh complexion two-step,0.6369,sub-058,positive,SAPE,301,1,Y,142.975,4,4,younger,18,Female,self,NA,,NA,6
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-058,positive,SAPE,1381,12,Y,655.975,2,4,younger,18,Female,other,NA,,NA,24
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-028,positive,SCAE,841,12,Y,399.475,4,4,older,54,Male,other,NA,,NA,15
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-050,positive,SCAM,421,12,Y,199.975,3,3,younger,18,Female,other,NA,,NA,8
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-043,positive,SLEE,421,12,Y,199.975,3,1,younger,18,Female,other,NA,,NA,8
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-076,positive,SSHA,901,12,Y,427.975,4,4,younger,23,Female,other,NA,,NA,16
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-062,positive,SSOH,481,12,Y,228.475,3,4,younger,19,NB,other,NA,,NA,9
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-064,positive,STHO,601,12,Y,285.475,3,4,younger,21,Female,other,NA,,NA,11
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-059,positive,TBOY,61,12,Y,28.975,2,4,younger,18,Male,other,NA,,NA,2
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-016,positive,TCIE,541,12,Y,256.975,2,4,older,60,Male,other,NA,,NA,10
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-047,positive,TSTA,841,12,Y,399.475,4,4,older,62,Male,other,NA,Y,NA,15
A Song For Mama,You will always be the girl In my life for all times Mama mama you know I love you,0.6369,sub-072,positive,YDIA,901,1,Y,427.975,4,4,younger,19,Female,self,NA,,NA,16
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-072,positive,YDIA,1201,12,Y,570.475,1,4,younger,19,Female,other,NA,,NA,21
Sound of Silence,Hello darkness my old friend I've come to talk with you again Because a vision softly creeping Left its seeds while I was sleeping And the vision,0.6369,sub-054,positive,ZCAR,1261,12,Y,598.975,2,1,younger,18,Female,other,NA,,NA,22
Brazil,I heard he lives down a river somewhere With six cars and a grizzly bear He's got eyes but he can't see Well he talks like an angel but he looks like me Oh Lord,0.6462,sub-076,positive,SSHA,181,1,Y,85.975,4,4,younger,23,Female,self,NA,,NA,4
Suzanne,And you want to travel with him and you want to travel blind And you think you may be trusting For he's touched your perfect body with his mind,0.6486,sub-023,positive,LOLE,481,5,Y,228.475,4,4,older,73,Female,self,NA,Y,NA,9
WUSYANAME,What's your name girlfriend what's your name Oh girl Yeah What is your name what do you bring Yeah I think that I got what you need And I'm willin' to do anything that you please baby I'm tryna get down to the root of the apple The deepest I could in them jeans McLaren like Sonic can't speak no No you can't hit my lean no baby,0.6534,sub-055,positive,JLAW,1381,6,Y,655.975,4,4,younger,18,Female,self,NA,,NA,24
I Wish,I wish those days could come back once more Why did those days ever have to go I wish those days could come back once more Why did those days ever have to go,0.6597,sub-037,positive,AEHR,1141,5,Y,541.975,0,0,older,60,Male,self,NA,Y,NA,20
More,I'm alright I'll be fine I'm a liar 'Cause deep down I'm more than just miss you The truth is I'm more-oh-oh than just care Deep down I'm more than just need you Truth is I'm more-oh-oh,0.6637,sub-066,positive,CKOB,1081,1,Y,513.475,4,4,younger,18,Female,self,NA,,NA,19
Wildest Dreams,My last request it is Say you'll remember me standing in a nice dress Staring at the sunset babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your wildest dreams,0.6705,sub-064,positive,STHO,1381,5,Y,655.975,4,4,younger,21,Female,self,NA,,NA,24
Loving You,always true true to you There is only one for me and you know,0.6808,sub-011,positive,CWEI,1261,5,Y,598.975,4,3,older,78,Male,self,NA,,NA,22
As Time Goes By,You must remember this A kiss is just a kiss A sigh is just a sigh,0.7003,sub-011,positive,CWEI,1141,1,Y,541.975,4,4,older,78,Male,self,NA,,NA,20
Respect,R-E-S-P-E-C-T Find out what it means to me R-E-S-P-E-C-T Take care TCB Oh sock it to me sock it to me Sock it to me sock it to me A little respect sock it to me sock it to me Sock it to me sock it to me Whoa babe just a little bit A little respect just a little bit I get tired just a little bit,0.7108,sub-036,positive,GSHA,601,1,Y,285.475,4,4,older,66,Female,self,NA,,NA,11
Comfortably Numb,I have become comfortably numb Okay okay okay okay Just a little pinprick,0.7184,sub-029,positive,EHER,61,5,Y,28.975,2,2,older,62,Male,self,NA,,NA,2
Dreams,Oh thunder only happens when it's raining Players only love you when they're playing Say women,0.7184,sub-071,positive,EMCG,661,3,Y,313.975,4,4,younger,18,Female,self,NA,,NA,12
Where The Streets Have No Name,"Where the streets have no name Where the streets have no name We're still building then burning down love Burning down love And when I go there,",0.7184,sub-021,positive,JKAY,901,6,Y,427.975,4,3,older,69,Male,self,NA,,NA,16
Comfortably Numb,I have become comfortably numb Okay okay okay okay Just a little pinprick,0.7184,sub-003,positive,JSCH,61,3,Y,28.975,NA,NA,older,67,Male,other,NA,,NA,2
Piece of Me,If you want a piece of me Try harder you gotta try harder ah-ah Be smarter if you want a piece of me Try harder you gotta try harder ah-ah Be smarter 'cause I'm not falling easily,0.7191,sub-052,positive,KPLU,541,2,Y,256.975,4,4,younger,19,Female,self,NA,,NA,10
Drankin N Smokin,availability I want all of you If it's like that then it's like that got you lightin' up like lightning I stack it up get feisty can't sabotage it or ice it You gon' tell the world they flawed thankful for when you nosy You're a good girl but you're naughty don't you never miss out on Pilates I let you stunt and flex in Bugattis they don't got me she with a body Me and cheap girls,0.7223,sub-055,positive,JLAW,781,2,Y,370.975,4,4,younger,18,Female,self,NA,,NA,14
Need To Know,"Baby I need to know mmm yeah need to know I just been fantasizin' size
And we got a lotta time time Baby come throw the pipe pipe Gotta know what it's like like Yeah-yeah oh-whoa-whoa Baby I need to know mmm",0.7351,sub-046,positive,APOP,1261,4,Y,598.975,4,4,younger,18,Female,self,NA,,NA,22
"Satan, We're Gonna Tear Your Kingdom Down",Good God Almighty The Mothers are gonna pray Your kingdom down You know what You know what You've been building your kingdom,0.743,sub-018,positive,GCAS,121,6,Y,57.475,4,4,older,71,Male,self,NA,,NA,3
Champagne Problems,Your Midas touch on the Chevy door November flush and your flannel cure This dorm was once a madhouse I made a joke Well it's made for me How evergreen our group of friends Don't think we'll say that word again And soon ,0.7506,sub-064,positive,STHO,541,4,Y,256.975,4,4,younger,21,Female,self,NA,,NA,10
Sunday Morning,I wanna feel strong when I feel like falling I wanna feel everything you do I wanna feel I wanna feel like it's all brand new I wanna feel,0.7717,sub-052,positive,KPLU,421,3,Y,199.975,4,4,younger,19,Female,self,NA,,NA,8
Hey Jude,Hey Jude don't make it bad Take a sad song and make it better Remember to let her into your heart Then you,0.7814,sub-001,positive,FKEE,841,5,Y,399.475,3,4,older,56,Male,other,NA,,NA,15
Baby Blue,The special love I have for you My baby blue What can I do,0.7845,sub-045,positive,CZAL,541,3,Y,256.975,3,4,younger,18,Female,self,NA,,NA,10
The Highway Man,casement His face burnt like a brand As the black cascade of perfume came tumbling over his breast And he kissed its waves in the moonlight Oh sweet waves in the moonlight Then he tugged at his rein in the moonlight and galloped away to the west,0.7964,sub-005,positive,LGEN,61,5,Y,28.975,4,4,older,64,Female,self,NA,delete 17-24 (BP clips),NA,2
You Stepped Out of A Dream,And have you all to myself Alone and apart out of a dream Safe in my heart,0.7964,sub-073,positive,NLEN,901,6,Y,427.975,4,4,older,79,Female,self,NA,Y,NA,16
Drowning,Cause everytime I breath I take you in And my heart beats again Baby I can't help it You keep me drowning in your love Everytime I try to rise above,0.7988,sub-072,positive,YDIA,421,2,Y,199.975,4,4,younger,19,Female,self,NA,,NA,8
Electric,"Kiss me we're on fire babe Love me, take me to outer space Kiss me",0.8126,sub-046,positive,APOP,361,1,Y,171.475,4,4,younger,18,Female,self,NA,,NA,7
The First Time Ever I Saw Your Face,I felt the earth move in my hand Like the trembling heart of a captive bird That was,0.8126,sub-023,positive,LOLE,841,6,Y,399.475,4,4,older,73,Female,self,NA,Y,NA,15
Running on Empty,Gotta do what you can just to keep your love alive Trying not to confuse it with what you do to survive '69 I was 21 and I called the road my own,0.8159,sub-067,positive,CNOR,1081,3,Y,513.475,4,4,younger,18,Male,self,NA,,NA,19
Limelight,Living in the limelight The universal dream For those who wish to seem Those who wish to be Must put aside the alienation Get on with the fascination,0.8176,sub-028,positive,SCAE,1261,5,Y,598.975,4,4,older,54,Male,self,NA,,NA,22
Need to Know 2,Wanna know what it's like like Baby show me what it's like like I don't really got no type type I just wanna fuck all night Yeah-yeah oh-whoa-whoa oh ooh mmm Baby I need to know mmm yeah need to know I just been fantasizin' size And we got a lotta time time,0.8314,sub-061,positive,JCLA,541,6,Y,256.975,4,4,younger,19,Female,self,NA,,NA,10
Twilight Time,Deepening shadows gather splendor As day is done Fingers of night will soon surrender The setting sun I count the moments darling 'Til you're here with me Together ,0.8316,sub-010,positive,JPRE,781,6,Y,370.975,4,4,older,75,Female,self,NA,,NA,14
3005,Can't tell 'Cause when them checks clear they're not here 'Cause they don't care It's kinda sad but I'm laughing whatever happens Assassins I'm stabbed in the back of my cabin Labrador yapping I'm glad that it happened I mean it Between us I think there's something special And if I lose my mental just hold my hand Even if you don't understand hol' up,0.8331,sub-061,positive,JCLA,721,1,Y,342.475,4,4,younger,19,Female,self,NA,,NA,13
Drive,When you find a love that's right You can drive all night drive all night yeah Ah do what makes you feel alive You can drive all night drive all night 'Cause the road's calling,0.8402,sub-052,positive,KPLU,1201,1,Y,570.475,4,4,younger,19,Female,self,NA,,NA,21
Jealousy,I see everyone gettin' all the things I want I'm happy for them but then again I'm not Just cool vintage clothes and vacation photos I can't stand it Oh God I sound crazy Their win is not my loss I know it's true but I can't help,0.8427,sub-046,positive,APOP,1,5,Y,0.475,4,4,younger,18,Female,self,NA,,NA,1
Tears in Heaven,Would you hold my hand If I saw you in heaven Would you help me stand,0.8481,sub-056,positive,ASUR,1081,4,Y,513.475,4,4,younger,20,Female,self,NA,,NA,19
Bodhisattva,Bodhisattva Would you take me by the hand Bodhisattva Would you take me by the hand Can you show me The shine of your Japan The sparkle of your china Can you show me Bodhisattva Bodhisattva I'm gonna sell my house,0.8481,sub-039,positive,ELAR,301,4,Y,142.975,4,4,older,61,Male,self,NA,,NA,6
Gold Rush,But I don't like a gold rush What must it be like To grow up that beautiful With your hair falling into place like dominos I see me padding 'cross your wooden floors With my Eagles t-shirt hanging from the door,0.8513,sub-053,positive,KWAL,1081,2,Y,513.475,4,4,younger,18,Female,self,NA,,NA,19
The Saturday Boy,I'll never forget the first day I met her That September morning was clear and fresh The way she spoke and laughed at my jokes and the way she rubbed herself against the edge of my desk She,0.8613,sub-016,positive,TCIE,901,3,Y,427.975,4,4,older,60,Male,self,NA,,NA,16
Good Thing,"You don't have to go nowhere baby We got a good thing going, going on I can take you all the way baby Let's keep this good thing going going strong It's when you look",0.8616,sub-051,positive,KCHU,601,3,Y,285.475,4,4,younger,18,Female,self,NA,,NA,11
Hallelujah,which you heard The holy or the broken Hallelujah Hallelujah Hallelujah,0.872,sub-021,positive,JKAY,961,2,Y,456.475,4,4,older,69,Male,self,NA,,NA,17
After Dark,And i've been walking underground Till I held you in my arms your beating heart subsides in this damp summer night And i've been wandering,0.875,sub-045,positive,CZAL,1081,2,Y,513.475,4,4,younger,18,Female,self,NA,,NA,19
Travelin' Soldier,I cried Never gonna hold the hand of another guy Too young for him they told her Waitin' for the love of a travelin' soldier Our love will never end Waitin' for the soldier to come ,0.875,sub-043,positive,SLEE,1081,5,Y,513.475,4,4,younger,18,Female,self,NA,,NA,19
Ain't Nobody,Oh oh oh oh Ain't nobody nobody Loves me better loves me better Makes me happy Makes me feel this way nobody Ain't nobody ain't nobody Loves me better than you,0.878,sub-036,positive,GSHA,1081,5,Y,513.475,3,4,older,66,Female,self,NA,,NA,19
When You Believe,"A small but still resilient voice Says ""Help is very near"" oh Oh There can be miracles Miracles When you believe Boy when you believe yeah Though hope is frail",0.8807,sub-068,positive,ALIU,1021,6,Y,484.975,4,4,younger,18,Female,self,NA,,NA,18
Chicken Tendies,I hope he treats you better than I ever could 'Cause you deserve the world times two and our simple Sunday afternoons I hope he's home for you even though I had to lose you For you to find who fills your heart Even if I'm not the one you choose,0.8807,sub-051,positive,KCHU,1021,2,Y,484.975,4,4,younger,18,Female,self,NA,,NA,18
Single Ladies,if you liked it then you should have put a ring on it If you liked it then you shoulda put a ring on it Don't be mad once you see that he want it If you liked it then you shoulda put a ring on it Oh oh oh oh oh oh oh o-ohh Oh oh oh oh oh oh oh o-ohh,0.8841,sub-040,positive,BFOR,661,3,Y,313.975,4,4,older,76,Female,self,NA,,NA,12
The Crucifixion,The Spanish bulls are beaten the crowd is soon beguiled The matador is beautiful a symphony of style The excitement is estatic passion places bets Gracefully he bows,0.8934,sub-012,positive,MBLO,1381,3,Y,655.975,4,4,older,66,Male,self,NA,,NA,24
In Too Deep,Listen you know I love you but I just can't take this You know I love you but I'm playing for keeps Although I need you I'm not gonna make this You know I want to but I'm in too deep,0.9011,sub-059,positive,TBOY,1321,3,Y,627.475,4,4,younger,18,Male,self,NA,,NA,23
Sing About Me I'm Dying Of Thirst,sing about me Promise that you will sing about me I woke up this morning and figured I'd call you In case I'm not here tomorrow I'm hoping that I can borrow A peace of mind I'm behind on what's really important My mind is really distorted I find nothing but trouble in my life I'm fortunate you believe in a dream,0.9116,sub-067,positive,CNOR,901,4,Y,427.975,4,4,younger,18,Male,self,NA,,NA,16
Heat Wave,heat wave Burning in my heart It's like a heat wave I can't keep from crying It's like a heat wave It's tearing me apart Whenever he calls my name Soft low sweet and plain,0.9128,sub-030,positive,LJAC,1021,4,Y,484.975,4,4,older,68,Female,self,NA,,NA,18
Something So Right,Some people never say the words I love you It's not their style To be so bold Some people never say those words I love you,0.9147,sub-032,positive,ASHA,421,4,Y,199.975,4,4,older,70,Female,self,NA,,NA,8
Empire State of Mind,Three dice Cee-lo three-card Monte Labor Day Parade rest in peace Bob Marley Statue of Liberty long live the World Trade come on come on come on Long live the king yo I'm from the Empire State that's In New York ayy ah-ha uh yeah Concrete jungle yeah where dreams are made of There's nothin' you can't do,0.9186,sub-069,positive,OKHE,241,2,Y,114.475,4,4,younger,23,Male,self,NA,,NA,5
Y.M.C.A.,It's fun to stay at the YMCA It's fun to stay at the YMCA They have everything for you men to enjoy You can hang out with all the boys It's fun to stay at the YMCA,0.9201,sub-040,positive,BFOR,481,6,Y,228.475,4,4,older,76,Female,self,NA,,NA,9
Love Affair,head so Don't overthink this is love Maybe it's just a crush Baby is this your love affair your love affair I hope what I feel is enough Maybe this is just lies,0.9201,sub-043,positive,SLEE,661,6,Y,313.975,4,4,younger,18,Female,self,NA,,NA,12
Girlfriend,You're so fine I want you mine you're so delicious I think about you all the time you're so addictive Don't you know what I can do to make you feel alright Alright alright alright alright Don't pretend I think you know I'm damn precious And hell yeah I'm the motherfuckin' princess I can tell you,0.9231,sub-046,positive,APOP,61,2,Y,28.975,4,4,younger,18,Female,self,NA,,NA,2
Evergreen,Love soft as an easy chair Love fresh as the morning air One,0.9274,sub-011,positive,CWEI,961,2,Y,456.475,4,4,older,78,Male,self,NA,,NA,17
im so tired,I'm so tired of love songs tired of love songs Tired of love songs tired of love Just wanna go home wanna go home Wanna go home woah So tired of love songs tired of love songs Tired of love songs tired of love Just wanna go home wanna go home,0.9299,sub-075,positive,ETIN,1141,2,Y,541.975,4,4,younger,23,Female,self,NA,,NA,20
Young at Heart,Don't you know that it's worth Every treasure on earth to be young at heart For as rich as you are It's much better by far to be young,0.93,sub-005,positive,LGEN,601,1,Y,285.475,4,4,older,64,Female,self,NA,,NA,11
Classic,"Marvin Gaye like Hathaway Write a song for you like this You're over my head I'm out of my mind Thinkin' I was born in the wrong time It's love on rewind everything is so throwback-ish I kinda like it how ya Out of my league, old school chic Like a movie star from a silver screen You're one of a kind",0.9361,sub-043,positive,LGAR,901,5,Y,427.975,4,4,younger,19,Female,self,NA,,NA,16
Cheek to Cheek,Heaven I'm in heaven And my heart beats so that I can hardly speak And I seem to find the happiness ,0.9371,sub-071,positive,EMCG,421,4,Y,199.975,4,4,younger,18,Female,self,NA,,NA,8
Hotel California,Welcome to the Hotel California Such a lovely place such a lovely place Such a lovely face Plenty of room at the Hotel California Any time of,0.9371,sub-003,positive,JSCH,481,6,Y,228.475,NA,NA,older,67,Male,other,NA,,NA,9
Lucid Dreams,No no no I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you so I must replace you oh Easier said than done I thought you were the one Listening to my heart,0.938,sub-064,positive,STHO,121,1,Y,57.475,4,4,younger,21,Female,self,NA,,NA,3
The Spins,all red Wanna rush and go to bed You interrogate that bitch like you the feds So she says She in love with a rock star rock star Wanna smoke my weed So she asks me where the tops are tops are Oh oh oh top drawer haha yeah,0.9382,sub-063,positive,AWIL,1381,5,Y,655.975,4,4,younger,19,Female,self,NA,,NA,24
Loving is Easy,Loving is easy You had me fucked up It used to be so hard to see Yeah loving is easy When everything's perfect Please don't change a single little thing for me,0.9386,sub-075,positive,ETIN,361,5,Y,171.475,4,4,younger,23,Female,self,NA,,NA,7
Doo Doo Doo Doo Doo (Heartbreaker),no chance Heart breaker heart breaker She stuck the pins right in her heart Heart breaker pain maker Stole the love right out of you heart Oh yeah,0.9412,sub-028,positive,SCAE,1201,2,Y,570.475,4,4,older,54,Male,self,NA,,NA,21
Hallelujah 2,she cut your hair And from your lips she drew the Hallelujah Hallelujah Hallelujah Hallelujah,0.9423,sub-047,positive,TSTA,421,3,Y,199.975,4,4,older,62,Male,self,NA,Y,NA,8
Wish You Well,I wish you well I wish you well I wish you well I wish you well,0.9451,sub-052,positive,KPLU,1381,5,Y,655.975,4,4,younger,19,Female,self,NA,,NA,24
Better,Nothin' feels better than this You say we're just friends but I swear when nobody's around You say we're just friends but I swear when nobody's around You keep my hand around your neck we connect are you feeling it now Keep my hand around your neck 'Cause I am ,0.9509,sub-048,positive,LWIE,541,3,Y,256.975,4,4,younger,18,Female,self,NA,,NA,10
Beautiful Noise,beautiful noise And it's a sound that I love And it fits me as well As a hand in a glove Yes it does yes it does,0.9571,sub-040,positive,BFOR,1261,5,Y,598.975,4,4,older,76,Female,self,NA,,NA,22
Moondance,"Can I just have one more moondance with you, my love Can I just make some more romance with a-you my love Well I wanna make love to you tonight I can't wait 'til ",0.9617,sub-037,positive,AEHR,361,3,Y,171.475,4,4,older,60,Male,self,NA,Y,NA,7
Ordinary Just Won't Do,Lord I need a love that's pure and true Ordinary just won't do Ordinary just won't do I need a love that's pure and true I Can always find it in you Jesus Ordinary just won't do I need a love that's pure and true,0.9682,sub-018,positive,GCAS,181,3,Y,85.975,4,4,older,71,Male,self,NA,,NA,4
I Will,Love you forever and forever Love you with all my heart Love you whenever we're together Love you when we're apart And when at last,0.9719,sub-016,positive,TCIE,1081,1,Y,513.475,3,4,older,60,Male,self,NA,,NA,19
Celebration,celebration Celebrate good times come on Let's celebrate Celebrate good times come on Let's celebrate There's a party going on right here,0.9729,sub-036,positive,GSHA,1201,3,Y,570.475,4,4,older,66,Female,self,NA,,NA,21
Girls,Hey yo I'm Kyle what's your name Yeah Oh you a Libra I'm the same That's a lie yeah You got a man oh cool that's great Oh cool that's great that's great that's cool Quit playing haha You _ salty Himalayan,0.9786,sub-058,positive,SAPE,961,3,Y,456.475,4,4,younger,18,Female,self,NA,,NA,17
stim_name,lyrics,vadersenti_score,X,emotion,participant_ID,onset_time,stim_ID,vocal,onset_seconds,liking,familiarity,older_younger,age,sex,self_other,happy_sad,MCI,Multiple.Voices.,stim_order
